hatCollection, 256, 512
hats\bigearls, 64, 32
hats\brick, 64, 64
hats\broduck, 64, 32
hats\burgers, 64, 32
hats\caps, 32, 32
hats\chancee, 32, 32
hats\chancy, 64, 32
hats\clams, 64, 32
hats\cowboys, 32, 32
hats\cluehat, 32, 32
hats\bawb, 32, 32
hats\cyborgs, 32, 32
hats\dapper, 32, 32
hats\cyclops, 64, 32
hats\default, 64, 32
hats\default_m, 64, 32
hats\dinos, 64, 32
hats\dicks, 32, 32
hats\divers, 64, 32
hats\devhat, 96, 32
hats\devCape, 32, 32
hats\drunks, 32, 32
hats\Dumplin, 64, 32
hats\frank, 64, 32
hats\frogs, 64, 32
hats\fridge, 64, 32
hats\gents, 64, 32
hats\funhat, 32, 32
hats\gross, 64, 32
hats\guac, 64, 32
hats\handy, 64, 32
hats\jazzducks, 64, 32
hats\hearts, 64, 32
hats\FunnyMan, 64, 32
hats\highfives, 64, 32
hats\joey, 64, 32
hats\johnnys, 64, 32
hats\katanaman, 64, 32
hats\locked, 64, 32
hats\kerchief, 32, 32
hats\katanaman_lightmap, 64, 32
hats\master, 64, 32
hats\log, 32, 32
hats\eggy, 64, 32
hats\moonCape, 32, 32
hats\mobby, 64, 32
hats\master_glow, 8, 8
hats\moonwalker, 96, 32
hats\motherduck, 64, 32
hats\pilots, 32, 32
hats\oldrobo, 64, 32
hats\newrobo, 64, 32
hats\pompadour, 32, 32
hats\officemen, 64, 32
hats\noHat, 32, 32
hats\ponycap, 64, 32
hats\royalty, 96, 32
hats\sailors, 64, 32
hats\reallife, 64, 32
hats\scurvies, 64, 32
hats\royalCape, 32, 32
hats\retros, 64, 32
hats\pots, 32, 32
hats\senpaiStar, 32, 32
hats\skelly, 64, 32
hats\sensei, 64, 32
hats\sombrero, 32, 32
hats\pulpy, 64, 32
hats\suit, 32, 32
hats\toeboys, 64, 32
hats\tube, 64, 32
hats\tricorne, 64, 32
hats\ski, 32, 32
hats\turing, 64, 32
hats\twintail, 64, 32
hats\toomany, 64, 32
hats\uglies, 64, 32
hats\ufos, 64, 32
hats\waffleCape, 32, 32
hats\super, 32, 32
heart, 8, 8
hats\valet, 64, 32
hats\waffles, 96, 32
heartpuff, 64, 32
hats\WELDER, 64, 32
hats\witchtime, 64, 32
helmet, 64, 32
helmetPickup, 16, 16
hats\wizbiz, 64, 32
holster, 12, 12
highPowerRifle, 36, 12
hats\wahhs, 32, 32
hats\werewolves, 64, 32
holsterChain, 17, 5
holster_under, 8, 9
hook, 8, 8
hostChair, 16, 14
hostTable, 110, 10
hugeBeam, 1, 21
hostCrown, 20, 19
holsterLock, 7, 8
iceSculpture, 16, 24
iceBlock, 80, 16
iceWedge, 17, 17
icicleBig, 10, 18
hugeLaser, 64, 64
icicles, 64, 42
iconEight, 8, 8
holster_over, 10, 3
iconSheet, 64, 64
iconGradient, 10, 8
Image13, 256, 192
Image4, 32, 32
Image41, 64, 16
Image5, 16, 16
industrialBackground, 128, 128
industrialTileset, 128, 128
interviewBox, 252, 94
itemBoxRandom, 12, 14
interviewDuck, 240, 128
itemBox, 32, 64
itemCrate, 36, 17
intermissionFont, 384, 223
jetpack, 64, 32
jet, 48, 16
joyousman, 60, 60
jimduck, 192, 192
key, 16, 16
japaneseFont, 128, 128
keyboard, 29, 21
keytar, 46, 40
keytarKeybed, 13, 56
keytarKeybedBlue, 13, 56
keyInDoor, 64, 64
keytarSettingStrip, 9, 5
knightHelmet, 64, 32
knightHelmetPickup, 16, 16
lagturtle, 32, 96
lampLight, 128, 128
lampShade, 14, 29
laserBeam, 1, 8
lanIconSmall, 16, 16
lamp, 14, 29
laserBeamPurple, 1, 8
lampLight2, 128, 128
laserBeemOrange, 1, 8
laserFlare, 32, 16
laserCharge, 128, 176
kanji_font, 1024, 1024
lavaBarrel, 14, 17
laserSpawner, 16, 16
laserSightHit, 10, 10
laserRifle, 32, 32
laserFlareOrange, 32, 16
lavaGlowEdge, 32, 32
laserRebound, 8, 8
launcherGrenade, 16, 16
lava, 64, 16
lavaGlowEdgeVert, 32, 32
lavaSplash, 64, 16
lavaGlowLine, 1, 64
leftRoomForeground, 141, 87
hats\mailbox, 64, 32
letterSign, 16, 16
levelBrowserArrow, 24, 47
lavaLight, 64, 64
leftRoomBackground, 137, 68
levelJet, 96, 32
levelJetIdle, 32, 32
furni\whiteCircle, 64, 64
furni\tinyFont, 128, 128
furni\flowers\salvia, 64, 22
levelUpArrow, 16, 16
levs, 108, 70
levWindow, 189, 109
levWindow_lev0, 189, 48
levWindow_lev1, 189, 48
levWindow_lev3, 189, 68
levWindow_lev2, 189, 58
levWindow_lev4, 189, 109
lightBar, 8, 1
lightFlash, 64, 64
levWindow_lev6, 189, 131
lightSpring, 48, 15
lightningBeem, 1, 7
levWindow_lev5, 189, 109
littleTeleTop, 16, 8
littleMan, 80, 392
litDoor, 161, 180
littleTrophy, 13, 15
lock, 16, 16
littleTeleBottom, 16, 8
lockDoor, 128, 128
lockedServer, 8, 8
logEvent, 9, 8
logo_armature, 641, 217
loveSign, 53, 21
maceBall, 19, 19
magBeam, 1, 8
magBlaster, 100, 38
magnetGun, 32, 32
magnet, 16, 16
magnum, 32, 32
magnumShell, 128, 16
littleContextArrowRight, 8, 5
mainBackground, 320, 180
mallards, 128, 128
looptex, 1280, 720
menuBox, 54, 54
matchbox, 16, 16
milk, 40, 88
metalRebound, 64, 16
mindBolt, 16, 16
mindControlGun, 32, 16
mindControlHelmet, 64, 32
mine, 54, 32
moneyFont, 128, 128
moji, 66, 33
moreArrow, 8, 8
moveArrow, 8, 8
muteIcon, 11, 10
moneyTypes, 42, 18
musket, 41, 11
mysteryGun, 32, 32
namedServer, 8, 8
movingSpikes, 32, 42
modloadError, 16, 16
mirrorMode, 48, 16
natureTileset, 128, 128
natureBackground, 128, 128
netGun, 32, 32
necro, 88, 16
netGunGuage, 32, 8
networkDrop, 9, 8
networkReceived, 9, 8
net, 16, 16
networkDisconnect, 9, 8
newcolors, 77, 29
missile, 14, 8
mineFlash, 48, 48
networkSent, 9, 8
newscast\hotness, 72, 72
newscast\hotnessImage, 54, 40
newscast\blueBar, 128, 24
newscast\redBar, 138, 13
message, 527, 554
newsTable, 300, 42
newSticker, 58, 28
newsTitleDuck, 61, 23
newsTitle5, 31, 31
noClippingSign, 96, 32
normalIcon, 7, 8
newscast\numberfont, 100, 44
noAvatar, 64, 64
newWaterFlow, 64, 64
newsTitleChannel, 92, 23
notes, 16, 16
nublessIceTileset, 128, 128
nublessSnow, 128, 128
oButton, 16, 16
numbers, 35, 8
officeBackground, 128, 128
officeSubBackground, 128, 128
officeLight, 32, 32
online\barFront, 11, 6
officeTileset2, 128, 128
oldPistol, 64, 32
notexture, 16, 16
online\easelPic, 304, 12
online\eggBorder, 128, 16
online\gachaBar, 7, 3
online\eggSymbols, 512, 16
online\matchmaking, 125, 92
online\matchmaking_mk2, 142, 113
online\eggWhite, 128, 16
online\levelWindow, 189, 84
online\matchmakingBeta, 125, 92
online\matchmakingSignal, 12, 9
online\matchmakingStar, 21, 7
online\eggShine, 128, 16
online\eggOuter, 128, 16
online\sandwichBar, 7, 3
online\easelWhite, 19, 12
online\xpBar, 7, 6
onlineStatusIcons, 21, 7
online\xpPlus, 8, 8
online\xpPlusOutline, 8, 8
online\signalCross, 20, 5
ornateFont, 128, 128
online\xpToilet, 111, 49
online\chalkFont, 220, 80
online\xpAddBar, 148, 21
outPipe, 72, 16
passwordFont, 32, 8
pauseIcons, 32, 21
pellet, 2, 2
payScreen, 180, 64
phaserCharge, 16, 8
pineTileset, 56, 96
pineTreeTileset, 128, 128
pelletGun, 31, 14
pinIconPinned, 8, 8
pineTilesetSnow, 56, 96
phaser, 15, 9
plainWedge, 17, 17
pistol, 72, 10
pistolShell, 128, 16
plainCape, 32, 32
pewpewLaser, 32, 32
plane, 36, 13
pinIcon, 8, 8
plaque, 32, 32
plasmaFlare, 96, 32
plasmaBlaster, 16, 16
playBookPageOffset, 320, 138
pointerLaser, 1, 5
plugRect, 14, 14
playBook, 320, 180
popEffect, 15, 15
popupPad, 16, 3
positronWinder, 3, 8
popLine, 16, 16
positronShooter, 28, 12
powerHolster, 28, 12
plasma2, 256, 256
powerHolsterOver, 10, 3
presents, 64, 64
prettyStar, 16, 15
pump, 55, 54
priceFontRightways, 128, 128
purpleBlock, 16, 17
pressStart, 262, 13
purpleProjector, 16, 16
projectorGlitch, 16, 16
powerHolsterUnder, 22, 10
purpleScanner, 8, 8
pyramidBackgroundLight, 70, 12
pyramidDoorBottom, 16, 8
pyramidDoor, 128, 160
pyramidDoorFrame, 10, 35
pyramidDoorTop, 16, 8
pyramidEdge, 208, 160
pyramidRoofLight, 14, 12
pyramidBrick, 16, 16
pyramidRoofLightShade, 14, 12
pyramidBackground, 128, 128
pyramidWallLight, 70, 12
pyWallCorner, 8, 8
pyWallCorner2, 8, 8
pyramidTileset, 128, 128
quackLoader, 124, 62
quackduckOverlay, 192, 192
quackduck, 192, 768
raceSign, 64, 32
quadLaser, 16, 16
quackduck_m, 192, 768
rainbowGradient, 1, 7
rainbowIcon, 7, 8
rainbow, 320, 180
randomIcons, 7, 8
rareSticker, 58, 28
rcBolt, 16, 16
rcBody, 64, 32
rcController, 32, 32
rainbowCarp, 32, 32
rcWheel, 8, 8
ready, 208, 24
rainSplash, 32, 8
rainbowCape, 12, 1
redBarrel, 14, 17
readyLeft, 43, 7
readyRight, 43, 7
redEight, 10, 10
redGlow, 32, 32
redGlowWide, 48, 32
redGlowWideLeft, 21, 32
redGlowWideRight, 21, 32
redHotGlow, 50, 50
redGlowWideSharp, 1, 32
redHot, 128, 128
returnFolder, 32, 32
rhythmBall, 7, 7
respawner, 18, 10
rhythmBar, 114, 9
rockThrow\boardBottomSnow, 203, 42
rockThrow\boardBottom, 203, 42
rock01, 16, 16
rightRoomBackground, 137, 68
rightRoomForeground, 141, 87
newsDuckBeak, 840, 200
rockThrow\boardOverlay, 370, 206
none, 16, 16
rockThrow\boardTopSnow, 203, 22
rockThrow\boardMiddle, 203, 105
rockThrow\chairBottom, 14, 13
rockThrow\boardOverlayLarge, 740, 412
rockThrow\chairSeat, 16, 18
rockThrow\chairFront, 16, 4
newsDuck, 840, 200
rockThrow\chairBottomBack, 16, 22
rockThrow\cornerWedge, 100, 16
rockThrow\cup, 8, 7
rockThrow\headGradient, 104, 24
rockThrow\edgeOverlayShort, 104, 12
rockThrow\headGradient2, 104, 24
rockThrow\intermission, 288, 23
rockThrow\keg, 12, 19
rockThrow\lighting, 191, 46
rockThrow\boardTop, 203, 22
rockThrow\edgeOverlay, 104, 24
rockThrow\rockSmear, 20, 7
rockThrow\lightRays, 1200, 450
rockThrow\rockSmearMud, 20, 7
rockThrow\rockSmearSnow, 20, 7
rockThrow\rockSmudge, 23, 10
rockThrow\rockSmudgeMud, 23, 10
rockThrow\rockSmudgeSnow, 23, 10
rockThrow\scoreCard, 32, 16
rockThrow\moon, 131, 129
rockThrow\mons, 40, 41
rockThrow\showdown, 191, 23
rockThrow\placePedastalsSmall, 108, 45
rockThrow\placePedastals, 152, 45
rockThrow\scoreBoard, 203, 154
rockThrow\moonShine, 512, 512
rockThrow\tableTop, 54, 22
rockThrow\winnerBanner, 184, 28
rockThrow\tableBottom, 48, 13
rockThrow\tableBottomBack, 48, 13
roomSwitch, 14, 5
roomSwitchRight, 14, 5
romanCandle, 48, 16
rockThrow\winnerPost, 11, 121
sandwichCard, 230, 216
sandwich, 18, 14
sandwichStamp, 28, 28
saws, 64, 16
saxaphone, 32, 32
rockWall, 350, 768
scaffolding, 128, 128
scoreRock, 144, 16
scratch, 8, 8
scribble, 78, 21
scratches, 64, 32
schoolySports, 400, 400
searchicon, 16, 16
searchiconwhite, 16, 16
seatDuck_m, 190, 23
selectBeam, 32, 32
selectBorder, 142, 90
selectBorder2, 142, 90
seatDuck, 190, 23
selectButton, 16, 16
selectButtonAssembly, 16, 16
selectConsole, 60, 19
selectDoorLeft, 84, 88
selectDoorLeftBlank, 84, 88
selectDoorRight, 73, 88
selectDoorRightBlank, 73, 88
selectDoorLeftPC, 84, 88
selectPlatform, 49, 3
settingsWrench, 16, 16
server_default_lan, 32, 32
server_default, 32, 32
selectProjector, 49, 8
screen05, 1280, 720
sheeld, 32, 32
shittyCorptron, 256, 38
shotgun, 32, 32
shotgunLoader, 16, 8
shotgunShell, 128, 16
shiny, 320, 180
signal, 48, 5
shrug, 78, 24
singleDuck, 16, 23
skipIcon, 14, 14
skipSpin, 8, 8
skipSign_m, 104, 18
sledgeForce, 12, 29
sledgeSwing, 128, 64
slag, 16, 16
sledgeHammer, 128, 96
skipSign, 104, 18
shot01, 1280, 720
smallArena, 7, 7
smallBiosFont, 112, 120
smallBiosFont_m, 112, 120
smallBiosFontUI, 112, 100
smallEarth, 7, 7
smallBiosFontUI_m, 112, 100
smallFire, 64, 32
slip, 128, 32
smallFlare, 11, 10
smallFont, 130, 211
smallMoon, 7, 7
smallSmokeAnim, 64, 16
smallFontGacha, 130, 211
smallSmokeFront, 64, 16
smallSmokeTestFront, 64, 16
smallFontChat, 130, 211
smg, 17, 9
smoke, 44, 42
sniper, 33, 9
sniperShell, 128, 16
smokeBack, 44, 42
smallSmokeTestBack, 64, 16
smokeBacks, 32, 32
smokeFronts, 32, 32
snowFall, 40, 24
snowGenerator, 16, 16
snowIceTileset, 128, 128
soldStamp, 37, 16
sparkLine, 1, 3
spawnerBall, 4, 4
snubby, 28, 10
spawnSheet, 144, 16
spaceTileset, 128, 128
snowTileset, 128, 128
spectatorCrown, 8, 8
spikehelm, 34, 22
spikes, 16, 19
spikehelmWorn, 34, 22
speedrunClock, 15, 15
spinnerArrows, 8, 8
spaceBackground, 256, 128
spectatorIcon, 8, 8
spring, 48, 15
spookyTileset, 128, 128
springAngle, 48, 20
springAnglePurple, 48, 20
spikeRing, 32, 32
sprite0_strip36, 576, 16
standingFluidIcon, 16, 16
startArrow, 24, 16
statusBar, 260, 13
stuff\conveyor, 56, 20
stuff\conveyorLeft, 64, 32
stuff\conveyorRight, 64, 32
steamIcon, 32, 32
steamIconSmall, 16, 16
startArrow_m, 24, 16
steamPuff, 64, 32
streetLight, 28, 60
survival\cryoBackground, 100, 82
suicidePistol, 32, 32
survival\cryoMonitor, 84, 44
survival\crryyyyoooo, 320, 200
suckSign, 60, 21
surfaceFire, 64, 10
subPlus, 8, 8
survival\cryoPlug, 32, 16
survival\cryoSocket, 16, 16
swirl, 16, 16
survival\cryoTube, 32, 32
survival\robot, 128, 128
sucksSign, 60, 21
sword, 8, 23
tagPlus, 8, 8
sumsnow, 320, 200
swordSwipe, 96, 32
talkBubble, 12, 12
tampingHand, 8, 16
tape, 16, 16
sun, 512, 512
tapedSword, 8, 46
tapePiece, 16, 16
teddy, 64, 64
teevee, 16, 16
teleporterBottom, 16, 8
teleporterIcon, 16, 16
taxi, 57, 20
teleporterTop, 16, 8
tinfoilHatPickup, 17, 10
thickBiosNum, 256, 256
timeCubeFrame, 16, 16
ties, 96, 42
tinyBubbles, 16, 16
tinfoilHat, 32, 32
title\airlock, 54, 33
tinyGun, 32, 32
tinyIcons, 32, 32
tinyBlueBubbles, 16, 16
title\background, 320, 168
tinySmokeTestBack, 64, 64
title\beamPlatform, 84, 22
tinyLock, 8, 8
tinySmokeTestFront, 64, 64
title\bigUButton, 21, 21
title\bigUButtonPC, 21, 21
title\bigStartButtonSwitch, 35, 12
tinyTrophy, 9, 10
tinyNumbers, 64, 36
title\controls, 300, 11
tinyUpArrow, 8, 8
titleScrewdriver, 8, 7
title\controlsPC, 300, 11
title\editorBench, 62, 45
title\leftPlatform, 65, 67
title\libraryBookcase, 52, 49
title\optionsPlatform, 65, 61
title\editorBenchPaint, 21, 7
title\upperMonitor, 135, 44
titleWrench, 8, 7
title\rightPlatform, 65, 74
tounge, 16, 16
title\wideScreen, 320, 58
title\optionsTV, 62, 42
title\libraryPlatform, 65, 61
trafficLight, 126, 23
travelPipes, 72, 108
travelPipesBlue, 72, 108
treeTileset, 128, 128
treeTop, 48, 48
treeTopDead, 48, 48
treeTopInsideDead, 48, 48
treeTopOutsideDead, 48, 48
tutorial\fallThrough, 96, 96
tromboneBody, 32, 32
tutorial\fly, 96, 96
treeTopOutside, 48, 48
trophy, 17, 20
tutorial\groundPound, 96, 96
tromboneSlide, 32, 32
trophiesHighlight, 75, 57
tutorial\jump, 96, 96
turretHead, 25, 10
troubleLight, 14, 12
treeTopInside, 48, 48
trumpet, 24, 10
tutorial\gunjump, 96, 96
turretBase, 14, 9
travelPipesGreen, 72, 108
tutorial\jumpThrough, 96, 96
tutorialTV, 61, 38
tutorialScreens, 318, 30
tutorialScreensPC, 318, 30
tutorial\walk, 96, 96
tutorial\slideUnder, 96, 96
tutorial\guncrouchjump, 96, 96
turbochainsaw, 116, 52
tv, 16, 16
tv2, 16, 16
tvBroken, 16, 16
tvnoise, 24, 6
undergroundTileset, 128, 128
unlockFrame, 125, 92
unlockFrameWrapped, 125, 92
unlitDoor, 161, 180
upArrow, 16, 16
unplugRect, 14, 14
uiBox, 30, 30
upSign, 64, 32
vanillaIcon, 16, 16
verticalDoor, 128, 160
verticalDoorBottom, 16, 8
verticalDoorTop, 16, 8
verticalDoorNoSensor, 128, 160
veryHardSign, 64, 32
vine, 16, 16
vineStretchEnd, 8, 6
virtualShotgunLoader, 16, 8
vineEnd, 16, 16
virtualShotgun, 32, 32
walljumpBoots, 192, 192
vincent, 339, 1006
wallDoor, 84, 60
vincentNoYo, 339, 1006
wallLight, 16, 16
vincentwip, 339, 1006
warpgun, 95, 17
walljumpBootsPickup, 16, 16
warpLine, 16, 16
warpLine2, 32, 32
waterFallEdge, 64, 16
vineStretch, 8, 6
waterCoolerBottom, 16, 16
waterFallTile, 64, 16
waterCoolerJug, 64, 48
waterFallEdgeTop, 64, 20
waterCoolerJugLine, 64, 48
waterGun, 25, 14
waterLighting, 1, 24
waterSplash, 64, 16
waterFlow, 64, 16
weekDays, 81, 248
weightBall, 16, 16
window, 6, 32
wetParticle, 64, 16
whiteGlow, 32, 32
whiteSplash, 64, 16
window32border, 6, 1
window32, 6, 1
wetEnter, 32, 16
windowBars, 8, 1
windowFrame, 10, 34
windowIconHorizontal, 16, 16
windowDebris, 32, 32
windowIconVertical, 16, 16
water, 64, 16
wireBulge, 7, 8
wireButton, 32, 19
wireBlock, 32, 16
wireFlipper, 32, 16
waterFall, 64, 32
wireTileset, 128, 128
woodDebris, 32, 8
wireTrapDoorArmBig, 71, 208
wireMount, 32, 16
wireTrapDoorArm, 71, 112
woodWing, 8, 6
woodDuck, 192, 64
woodScaffolding, 128, 128
workshopTag, 8, 8
workshopTagMiddle, 1, 8
wrenchRect, 14, 14
wumpNet, 32, 32
xboxController, 29, 22
yellowBarrel, 14, 17
yellowBarrelToreUp, 28, 17
yellowBarrelMelting, 14, 17
